datetime,count
2011-02-22 18:00:00,162.7
2011-02-22 19:00:00,104.22
2011-02-22 20:00:00,76.93
2011-02-22 21:00:00,58.83
2011-02-22 22:00:00,40.17
2011-02-22 23:00:00,22.88
2011-02-23 00:00:00,11.31
2011-02-23 01:00:00,5.85
2011-02-23 02:00:00,2.27
2011-02-23 03:00:00,1.77
2011-02-23 05:00:00,5.1
2011-02-23 06:00:00,33.1
2011-02-23 07:00:00,87.7
2011-02-23 08:00:00,198.61
2011-02-23 09:00:00,123.87
2011-02-23 10:00:00,58.01
2011-02-23 11:00:00,59.29
2011-02-23 12:00:00,72.01
2011-02-23 13:00:00,76.0
2011-02-23 14:00:00,76.57
2011-02-23 15:00:00,78.43
2011-02-23 16:00:00,94.17
2011-02-23 17:00:00,210.28
2011-02-23 18:00:00,204.45
2011-02-23 19:00:00,139.41
2011-02-23 20:00:00,80.39
2011-02-23 21:00:00,63.56
2011-02-23 22:00:00,48.28
2011-02-23 23:00:00,31.4
2011-02-24 00:00:00,12.69
2011-02-24 01:00:00,6.08
2011-02-24 02:00:00,2.56
2011-02-24 03:00:00,1.58
2011-02-24 05:00:00,6.46
2011-02-24 06:00:00,32.94
2011-02-24 07:00:00,92.07
2011-02-24 08:00:00,241.25
2011-02-24 09:00:00,124.95
2011-02-24 10:00:00,62.4
2011-02-24 11:00:00,79.22
2011-02-24 12:00:00,90.8
2011-02-24 13:00:00,89.51
2011-02-24 14:00:00,89.62
2011-02-24 15:00:00,73.36
2011-02-24 16:00:00,80.52
2011-02-24 17:00:00,176.69
2011-02-24 18:00:00,173.13
2011-02-24 19:00:00,108.05
2011-02-24 20:00:00,86.57
2011-02-24 21:00:00,60.71
2011-02-24 22:00:00,41.66
2011-02-24 23:00:00,38.02
2011-02-25 00:00:00,25.71
2011-02-25 01:00:00,11.96
2011-02-25 02:00:00,8.81
2011-02-25 03:00:00,3.01
2011-02-25 05:00:00,8.1
2011-02-25 06:00:00,30.83
2011-02-25 07:00:00,76.92
2011-02-25 08:00:00,132.14
2011-02-25 09:00:00,95.67
2011-02-25 10:00:00,73.91
2011-02-25 11:00:00,144.25
2011-02-25 12:00:00,153.67
2011-02-25 13:00:00,151.58
2011-02-25 14:00:00,155.63
2011-02-25 15:00:00,154.64
2011-02-25 16:00:00,104.78
2011-02-25 17:00:00,180.05
2011-02-25 18:00:00,172.51
2011-02-25 19:00:00,117.34
2011-02-25 20:00:00,74.0
2011-02-25 21:00:00,56.07
2011-02-25 22:00:00,44.62
2011-02-25 23:00:00,31.22
2011-02-26 00:00:00,28.71
2011-02-26 01:00:00,23.8
2011-02-26 02:00:00,19.53
2011-02-26 03:00:00,9.86
2011-02-26 04:00:00,3.25
2011-02-26 05:00:00,3.28
2011-02-26 06:00:00,3.97
2011-02-26 07:00:00,34.73
2011-02-26 08:00:00,59.23
2011-02-26 09:00:00,76.79
2011-02-26 10:00:00,92.66
2011-02-26 11:00:00,119.92
2011-02-26 12:00:00,118.05
2011-02-26 13:00:00,124.07
2011-02-26 14:00:00,118.94
2011-02-26 15:00:00,124.11
2011-02-26 16:00:00,134.6
2011-02-26 17:00:00,127.41
2011-02-26 18:00:00,118.21
2011-02-26 19:00:00,93.63
2011-02-26 20:00:00,64.41
2011-02-26 21:00:00,48.42
2011-02-26 22:00:00,46.23
2011-02-26 23:00:00,40.31
2011-02-27 00:00:00,34.71
2011-02-27 01:00:00,32.26
2011-02-27 02:00:00,27.66
2011-02-27 03:00:00,14.4
2011-02-27 04:00:00,4.98
2011-02-27 06:00:00,4.12
2011-02-27 07:00:00,12.78
2011-02-27 08:00:00,33.17
2011-02-27 09:00:00,45.51
2011-02-27 10:00:00,68.58
2011-02-27 11:00:00,94.01
2011-02-27 12:00:00,128.45
2011-02-27 13:00:00,167.0
2011-02-27 14:00:00,176.2
2011-02-27 15:00:00,183.51
2011-02-27 16:00:00,199.8
2011-02-27 17:00:00,140.53
2011-02-27 18:00:00,124.42
2011-02-27 19:00:00,122.92
2011-02-27 20:00:00,75.36
2011-02-27 21:00:00,54.04
2011-02-27 22:00:00,44.42
2011-02-27 23:00:00,37.04
2011-02-28 00:00:00,13.86
2011-02-28 01:00:00,4.89
2011-02-28 03:00:00,2.22
2011-02-28 05:00:00,8.92
2011-02-28 06:00:00,36.91
2011-02-28 07:00:00,123.3
2011-02-28 08:00:00,210.34
2011-02-28 09:00:00,149.55
2011-02-28 10:00:00,104.48
2011-02-28 11:00:00,117.9
2011-02-28 12:00:00,123.31
2011-02-28 13:00:00,94.78
2011-02-28 14:00:00,68.95
2011-02-28 15:00:00,71.18
2011-02-28 16:00:00,86.26
2011-02-28 17:00:00,168.65
2011-02-28 18:00:00,192.0
2011-02-28 19:00:00,124.74
2011-02-28 20:00:00,103.61
2011-02-28 21:00:00,66.92
2011-02-28 22:00:00,32.76
2011-02-28 23:00:00,25.53
2011-03-20 00:00:00,39.32
2011-03-20 01:00:00,35.16
2011-03-20 02:00:00,28.46
2011-03-20 03:00:00,19.11
2011-03-20 04:00:00,4.28
2011-03-20 05:00:00,3.9
2011-03-20 06:00:00,6.04
2011-03-20 07:00:00,22.54
2011-03-20 08:00:00,43.34
2011-03-20 09:00:00,66.98
2011-03-20 10:00:00,113.74
2011-03-20 11:00:00,131.11
2011-03-20 12:00:00,148.79
2011-03-20 13:00:00,160.83
2011-03-20 14:00:00,163.92
2011-03-20 15:00:00,159.11
2011-03-20 16:00:00,163.16
2011-03-20 17:00:00,147.75
2011-03-20 18:00:00,157.99
2011-03-20 19:00:00,119.52
2011-03-20 20:00:00,89.86
2011-03-20 21:00:00,62.08
2011-03-20 22:00:00,51.18
2011-03-20 23:00:00,39.61
2011-03-21 00:00:00,13.67
2011-03-21 01:00:00,5.54
2011-03-21 02:00:00,4.15
2011-03-21 03:00:00,2.92
2011-03-21 05:00:00,8.85
2011-03-21 06:00:00,47.43
2011-03-21 07:00:00,98.94
2011-03-21 08:00:00,224.73
2011-03-21 09:00:00,143.91
2011-03-21 10:00:00,84.31
2011-03-21 11:00:00,93.68
2011-03-21 12:00:00,96.65
2011-03-21 13:00:00,124.64
2011-03-21 14:00:00,137.67
2011-03-21 15:00:00,144.32
2011-03-21 16:00:00,194.46
2011-03-21 17:00:00,329.54
2011-03-21 18:00:00,315.64
2011-03-21 19:00:00,257.09
2011-03-21 20:00:00,191.67
2011-03-21 21:00:00,124.26
2011-03-21 22:00:00,105.0
2011-03-21 23:00:00,64.63
2011-03-22 00:00:00,40.9
2011-03-22 01:00:00,6.32
2011-03-22 02:00:00,6.24
2011-03-22 03:00:00,3.95
2011-03-22 04:00:00,3.1525
2011-03-22 05:00:00,12.91
2011-03-22 06:00:00,53.45
2011-03-22 07:00:00,184.11
2011-03-22 08:00:00,260.38
2011-03-22 09:00:00,153.62
2011-03-22 10:00:00,104.93
2011-03-22 11:00:00,122.34
2011-03-22 12:00:00,136.54
2011-03-22 13:00:00,135.17
2011-03-22 14:00:00,147.81
2011-03-22 15:00:00,141.91
2011-03-22 16:00:00,181.97
2011-03-22 17:00:00,329.49
2011-03-22 18:00:00,321.61
2011-03-22 19:00:00,202.79
2011-03-22 20:00:00,144.7
2011-03-22 21:00:00,93.34
2011-03-22 22:00:00,72.83
2011-03-22 23:00:00,45.43
2011-03-23 00:00:00,17.5
2011-03-23 01:00:00,5.82
2011-03-23 02:00:00,4.67
2011-03-23 03:00:00,2.37
2011-03-23 05:00:00,11.24
2011-03-23 06:00:00,50.13
2011-03-23 07:00:00,164.0
2011-03-23 08:00:00,246.3
2011-03-23 09:00:00,150.87
2011-03-23 10:00:00,75.75
2011-03-23 11:00:00,77.94
2011-03-23 12:00:00,71.6
2011-03-23 13:00:00,58.92
2011-03-23 14:00:00,90.86
2011-03-23 15:00:00,98.97
2011-03-23 16:00:00,142.54
2011-03-23 17:00:00,293.39
2011-03-23 18:00:00,149.52
2011-03-23 19:00:00,115.16
2011-03-23 20:00:00,69.19
2011-03-23 21:00:00,58.68
2011-03-23 22:00:00,60.6
2011-03-23 23:00:00,47.65
2011-03-24 00:00:00,17.9
2011-03-24 01:00:00,4.67
2011-03-24 02:00:00,3.78
2011-03-24 03:00:00,2.8
2011-03-24 04:00:00,2.4
2011-03-24 05:00:00,9.73
2011-03-24 06:00:00,47.53
2011-03-24 07:00:00,101.78
2011-03-24 08:00:00,125.58
2011-03-24 09:00:00,143.9
2011-03-24 10:00:00,63.2
2011-03-24 11:00:00,77.78
2011-03-24 12:00:00,81.76
2011-03-24 13:00:00,86.21
2011-03-24 14:00:00,89.56
2011-03-24 15:00:00,88.41
2011-03-24 16:00:00,117.53
2011-03-24 17:00:00,244.7
2011-03-24 18:00:00,245.68
2011-03-24 19:00:00,150.26
2011-03-24 20:00:00,103.91
2011-03-24 21:00:00,81.79
2011-03-24 22:00:00,69.74
2011-03-24 23:00:00,50.55
2011-03-25 00:00:00,20.04
2011-03-25 01:00:00,5.64
2011-03-25 02:00:00,4.03
2011-03-25 03:00:00,3.28
2011-03-25 04:00:00,2.01
2011-03-25 05:00:00,9.9
2011-03-25 06:00:00,40.43
2011-03-25 07:00:00,161.03
2011-03-25 08:00:00,250.58
2011-03-25 09:00:00,161.05
2011-03-25 10:00:00,105.74
2011-03-25 11:00:00,108.69
2011-03-25 12:00:00,116.39
2011-03-25 13:00:00,129.67
2011-03-25 14:00:00,139.2
2011-03-25 15:00:00,137.89
2011-03-25 16:00:00,155.14
2011-03-25 17:00:00,248.26
2011-03-25 18:00:00,247.53
2011-03-25 19:00:00,162.06
2011-03-25 20:00:00,109.85
2011-03-25 21:00:00,81.09
2011-03-25 22:00:00,54.5
2011-03-25 23:00:00,45.96
2011-03-26 00:00:00,38.36
2011-03-26 01:00:00,31.68
2011-03-26 02:00:00,30.16
2011-03-26 03:00:00,11.06
2011-03-26 04:00:00,4.25
2011-03-26 05:00:00,4.21
2011-03-26 06:00:00,5.36
2011-03-26 07:00:00,52.94
2011-03-26 08:00:00,90.41
2011-03-26 09:00:00,116.87
2011-03-26 10:00:00,150.71
2011-03-26 11:00:00,154.51
2011-03-26 12:00:00,171.83
2011-03-26 13:00:00,178.61
2011-03-26 14:00:00,190.86
2011-03-26 15:00:00,195.34
2011-03-26 16:00:00,204.63
2011-03-26 17:00:00,177.25
2011-03-26 18:00:00,165.6
2011-03-26 19:00:00,124.95
2011-03-26 20:00:00,93.16
2011-03-26 21:00:00,67.09
2011-03-26 22:00:00,55.63
2011-03-26 23:00:00,44.16
2011-03-27 00:00:00,46.23
2011-03-27 01:00:00,41.93
2011-03-27 02:00:00,36.68
2011-03-27 03:00:00,15.84
2011-03-27 04:00:00,5.06
2011-03-27 06:00:00,6.52
2011-03-27 07:00:00,56.92
2011-03-27 08:00:00,56.63
2011-03-27 09:00:00,84.1
2011-03-27 10:00:00,125.53
2011-03-27 11:00:00,148.17
2011-03-27 12:00:00,162.73
2011-03-27 13:00:00,183.71
2011-03-27 14:00:00,202.33
2011-03-27 15:00:00,191.27
2011-03-27 16:00:00,215.11
2011-03-27 17:00:00,183.49
2011-03-27 18:00:00,161.33
2011-03-27 19:00:00,156.04
2011-03-27 20:00:00,89.33
2011-03-27 21:00:00,63.23
2011-03-27 22:00:00,56.62
2011-03-27 23:00:00,40.79
2011-03-28 00:00:00,14.55
2011-03-28 01:00:00,5.17
2011-03-28 02:00:00,4.29
2011-03-28 03:00:00,2.72
2011-03-28 05:00:00,8.6
2011-03-28 06:00:00,41.8
2011-03-28 07:00:00,137.34
2011-03-28 08:00:00,221.48
2011-03-28 09:00:00,149.44
2011-03-28 10:00:00,89.3
2011-03-28 11:00:00,100.72
2011-03-28 12:00:00,106.64
2011-03-28 13:00:00,111.73
2011-03-28 14:00:00,113.2
2011-03-28 15:00:00,113.97
2011-03-28 16:00:00,147.67
2011-03-28 17:00:00,275.09
2011-03-28 18:00:00,265.89
2011-03-28 19:00:00,187.84
2011-03-28 20:00:00,129.79
2011-03-28 21:00:00,98.94
2011-03-28 22:00:00,74.09
2011-03-28 23:00:00,35.22
2011-03-29 00:00:00,13.06
2011-03-29 01:00:00,4.35
2011-03-29 02:00:00,4.15
2011-03-29 03:00:00,2.83
2011-03-29 04:00:00,2.19
2011-03-29 05:00:00,8.33
2011-03-29 06:00:00,46.68
2011-03-29 07:00:00,142.52
2011-03-29 08:00:00,240.3
2011-03-29 09:00:00,163.31
2011-03-29 10:00:00,97.68
2011-03-29 11:00:00,101.38
2011-03-29 12:00:00,114.09
2011-03-29 13:00:00,110.27
2011-03-29 14:00:00,116.29
2011-03-29 15:00:00,134.18
2011-03-29 16:00:00,156.82
2011-03-29 17:00:00,320.56
2011-03-29 18:00:00,311.96
2011-03-29 19:00:00,192.1
2011-03-29 20:00:00,146.01
2011-03-29 21:00:00,104.91
2011-03-29 22:00:00,84.44
2011-03-29 23:00:00,43.21
2011-03-30 00:00:00,17.25
2011-03-30 01:00:00,7.42
2011-03-30 02:00:00,5.17
2011-03-30 03:00:00,3.44
2011-03-30 04:00:00,2.91
2011-03-30 05:00:00,9.83
2011-03-30 06:00:00,48.66
2011-03-30 07:00:00,163.89
2011-03-30 08:00:00,252.19
2011-03-30 09:00:00,155.96
2011-03-30 10:00:00,108.36
2011-03-30 11:00:00,105.66
2011-03-30 12:00:00,107.12
2011-03-30 13:00:00,116.34
2011-03-30 14:00:00,109.35
2011-03-30 15:00:00,52.72
2011-03-30 16:00:00,57.83
2011-03-30 17:00:00,161.72
2011-03-30 18:00:00,176.95
2011-03-30 19:00:00,123.01
2011-03-30 20:00:00,71.49
2011-03-30 21:00:00,72.37
2011-03-30 22:00:00,45.63
2011-03-30 23:00:00,35.15
2011-03-31 00:00:00,12.73
2011-03-31 01:00:00,4.25
2011-03-31 02:00:00,4.17
2011-03-31 03:00:00,2.97
2011-03-31 04:00:00,2.57
2011-03-31 05:00:00,9.08
2011-03-31 06:00:00,34.36
2011-03-31 07:00:00,105.94
2011-03-31 08:00:00,218.92
2011-03-31 09:00:00,93.77
2011-03-31 10:00:00,60.86
2011-03-31 11:00:00,59.89
2011-03-31 12:00:00,58.32
2011-03-31 13:00:00,52.05
2011-03-31 14:00:00,52.79
2011-03-31 15:00:00,43.16
2011-03-31 16:00:00,85.01
2011-03-31 17:00:00,188.08
2011-03-31 18:00:00,204.16
2011-03-31 19:00:00,148.96
2011-03-31 20:00:00,66.57
2011-03-31 21:00:00,72.97
2011-03-31 22:00:00,48.4
2011-03-31 23:00:00,46.32
2011-04-20 00:00:00,37.74
2011-04-20 01:00:00,7.43
2011-04-20 02:00:00,6.05
2011-04-20 03:00:00,4.63
2011-04-20 04:00:00,3.99
2011-04-20 05:00:00,13.65
2011-04-20 06:00:00,54.73
2011-04-20 07:00:00,204.11
2011-04-20 08:00:00,387.68
2011-04-20 09:00:00,198.53
2011-04-20 10:00:00,140.17
2011-04-20 11:00:00,147.71
2011-04-20 12:00:00,171.79
2011-04-20 13:00:00,171.63
2011-04-20 14:00:00,159.83
2011-04-20 15:00:00,165.19
2011-04-20 16:00:00,268.97
2011-04-20 17:00:00,384.65
2011-04-20 18:00:00,386.13
2011-04-20 19:00:00,309.62
2011-04-20 20:00:00,215.74
2011-04-20 21:00:00,179.02
2011-04-20 22:00:00,140.11
2011-04-20 23:00:00,99.01
2011-04-21 00:00:00,35.22
2011-04-21 01:00:00,16.81
2011-04-21 02:00:00,13.2
2011-04-21 03:00:00,6.95
2011-04-21 04:00:00,5.21
2011-04-21 05:00:00,12.54
2011-04-21 06:00:00,54.9
2011-04-21 07:00:00,192.92
2011-04-21 08:00:00,255.29
2011-04-21 09:00:00,174.07
2011-04-21 10:00:00,129.77
2011-04-21 11:00:00,140.28
2011-04-21 12:00:00,150.49
2011-04-21 13:00:00,146.99
2011-04-21 14:00:00,134.37
2011-04-21 15:00:00,139.16
2011-04-21 16:00:00,195.07
2011-04-21 17:00:00,369.51
2011-04-21 18:00:00,362.2
2011-04-21 19:00:00,245.02
2011-04-21 20:00:00,190.31
2011-04-21 21:00:00,123.7
2011-04-21 22:00:00,103.7
2011-04-21 23:00:00,55.31
2011-04-22 00:00:00,32.31
2011-04-22 01:00:00,18.72
2011-04-22 02:00:00,9.76
2011-04-22 03:00:00,6.14
2011-04-22 04:00:00,4.33
2011-04-22 05:00:00,11.5
2011-04-22 06:00:00,56.93
2011-04-22 07:00:00,164.26
2011-04-22 08:00:00,252.78
2011-04-22 09:00:00,134.89
2011-04-22 10:00:00,128.8
2011-04-22 11:00:00,88.05
2011-04-22 12:00:00,84.83
2011-04-22 13:00:00,71.83
2011-04-22 14:00:00,31.72
2011-04-22 15:00:00,72.0
2011-04-22 16:00:00,99.53
2011-04-22 17:00:00,141.45
2011-04-22 18:00:00,138.31
2011-04-22 19:00:00,91.8
2011-04-22 20:00:00,78.82
2011-04-22 21:00:00,72.79
2011-04-22 22:00:00,61.64
2011-04-22 23:00:00,58.33
2011-04-23 00:00:00,34.66
2011-04-23 01:00:00,29.93
2011-04-23 02:00:00,33.14
2011-04-23 03:00:00,15.26
2011-04-23 04:00:00,7.26
2011-04-23 05:00:00,7.88
